brand,model,model_year,mileage,fuel_type,transmission,ext_col,int_col,accident,clean_title,price
Ford,Maverick XL,2023,12500,Hybrid,Automatic,Silver,Black,None reported,Yes,29999
BMW,Z3 3.0i Roadster,2001,103990,Gasoline,Manual,Black,Beige,None reported,Yes,10500
Chevrolet,Camaro 1SS,2022,7000,Gasoline,Manual,Blue,Black,None reported,Yes,50000
Chevrolet,Corvette Stingray w/3LT,2023,9000,Gasoline,Automatic,Blue,Black,None reported,Yes,92000
Pontiac,Solstice GXP,2007,7800,Gasoline,Automatic,Silver,Black,None reported,Yes,19000
Cadillac,XTS Luxury,2017,69289,Gasoline,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,20997
Toyota,Highlander Limited,2011,106000,Gasoline,Automatic,White,Gray,At least 1 accident or damage reported,Yes,16600
Lincoln,Navigator Reserve,2020,68000,Gasoline,Automatic,Black,Gray,At least 1 accident or damage reported,Yes,55999
Audi,A3 2.0T Tech Premium,2018,39600,Gasoline,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,26999
Jeep,Wrangler SE,2003,92000,Gasoline,Manual,Gold,Black,None reported,Yes,12500
Toyota,Tacoma SR,2022,5020,Gasoline,Automatic,Black,Gray,None reported,Yes,36500
Chevrolet,Trailblazer SS,2007,107800,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,15000
Audi,A5 2.0T Premium Plus,2019,23827,Gasoline,Automatic,Gray,Black,None reported,Yes,34995
Audi,A6 55 Premium,2020,25300,Hybrid,Automatic,White,Beige,None reported,Yes,39900
Mercedes-benz,Sprinter 2500,2016,399000,Diesel,Automatic,Silver,–,At least 1 accident or damage reported,Yes,24500
Porsche,911 Carrera,2005,46200,Gasoline,Manual,Silver,Black,None reported,Yes,49999
Chevrolet,Corvette Stingray w/2LT,2022,3158,Gasoline,Automatic,Red,Red,None reported,Yes,85989
GMC,Acadia SLE,2021,26000,Gasoline,Automatic,White,Black,None reported,Yes,30900
Porsche,911 Carrera,2020,12758,Gasoline,Automatic,Silver,Black,None reported,Yes,107900
Chevrolet,Corvette Base,2007,123500,Gasoline,Transmission w/Dual Shift Mode,Red,Beige,At least 1 accident or damage reported,Yes,27000
Ford,Mustang GT Premium,2018,26840,Gasoline,Manual,White,Black,None reported,Yes,42500
Ford,Edge SEL,2021,17836,Gasoline,Automatic,Silver,Ebony,None reported,Yes,31933
Cadillac,Escalade Luxury,2012,114500,E85 Flex Fuel,Automatic,Black,Black,None reported,Yes,16100
Chevrolet,Corvette Stingray w/3LT,2022,5400,Gasoline,Automatic,White,Black,None reported,Yes,89900
Toyota,Corolla LE,2016,17500,Gasoline,Automatic,Red,Gray,None reported,Yes,15100
Chevrolet,Express 2500 Work Van,2017,56000,Gasoline,Automatic,Blue,–,None reported,Yes,44600
Chevrolet,Trax LS,2020,20800,Gasoline,Automatic,Black,Beige,None reported,Yes,19000
Volkswagen,Golf Auto TSI S,2015,107543,Gasoline,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,13200
Nissan,Pathfinder Silver,2012,206000,Gasoline,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,5000
Ford,F-150 Platinum,2018,37100,E85 Flex Fuel,Automatic,Black,Black,None reported,Yes,46000
Land,Rover Range Rover Velar P380 SE R-Dynamic,2019,19813,Gasoline,Automatic,Silver,Beige,None reported,Yes,51900
Kia,Sportage LX,2010,208321,Gasoline,Automatic,White,Beige,None reported,Yes,3500
Lexus,LS 460 Base,2012,200000,Gasoline,Transmission w/Dual Shift Mode,White,Beige,At least 1 accident or damage reported,Yes,9995
mini,Cooper S Base,2012,66000,Gasoline,Automatic,White,Black,None reported,Yes,10999
Bentley,Bentayga Activity Edition,2018,41000,Gasoline,Automatic,Gray,Gray,None reported,Yes,113000
Volvo,XC60 T6 Inscription,2019,20623,Gasoline,Automatic,Silver,Black,None reported,Yes,36800
Ford,Explorer Limited,2018,86000,Gasoline,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,26900
Mercedes-benz,G-Class G 550 4MATIC,2016,51354,Gasoline,Automatic,Blue,Black,None reported,Yes,73000
Jeep,Wrangler Unlimited Rubicon 392,2021,38000,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,72980
Porsche,911 Carrera 4,2013,67522,Gasoline,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,59500
mini,Cooper S Base,2012,152000,Gasoline,Automatic,White,Black,None reported,Yes,9000
Subaru,WRX STI Base,2017,37800,Gasoline,Manual,Blue,Black,None reported,Yes,32500
Land,Rover Range Rover Sport HSE,2019,42000,Gasoline,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,48990
Kia,Sorento Plug-In Hybrid SX Prestige,2022,10101,Plug-In Hybrid,Automatic,White,–,None reported,Yes,44990
Chevrolet,Corvette Stingray w/2LT,2022,7900,Gasoline,Automatic,White,Red,None reported,Yes,92500
Nissan,Armada SV,2017,187141,Gasoline,Automatic,Black,Black,None reported,Yes,16995
Porsche,Cayenne Turbo S,2014,99100,Gasoline,Automatic,White,Black,None reported,Yes,32000
Acura,RLX Advance Package,2016,102665,Gasoline,Automatic,Black,Black,None reported,Yes,15450
Ford,Mustang GT,2001,52675,Gasoline,Manual,Black,Black,None reported,Yes,16995
BMW,330 i xDrive,2017,59203,Gasoline,Automatic,White,–,None reported,Yes,23000
Mercedes-benz,SL-Class SL550 Roadster,2009,60100,Gasoline,Automatic,Black,Black,None reported,Yes,27000
Audi,SQ8 4.0T Premium Plus,2021,43238,Gasoline,Transmission w/Dual Shift Mode,Black,Red,None reported,Yes,76400
mini,Cooper S Base,2007,118000,Gasoline,Automatic,Beige,Black,None reported,Yes,3600
Ford,Mustang EcoBoost,2021,17300,Gasoline,Automatic,Yellow,Black,None reported,Yes,31000
Audi,RS 7 4.0T Prestige,2016,64800,Gasoline,Automatic,White,Brown,None reported,Yes,50000
Volkswagen,Touareg TDI Lux,2015,15167,Diesel,Automatic,Gold,Black,None reported,Yes,35000
Porsche,Cayenne GTS,2016,64600,Gasoline,Automatic,White,Red,None reported,Yes,41000
Jeep,Grand Wagoneer Series III,2022,31112,Gasoline,Automatic,Black,Black,None reported,Yes,83000
mini,Cooper S Base,2011,63500,Gasoline,Manual,Silver,Black,None reported,Yes,10500
Chevrolet,Camaro Base,2001,64776,Gasoline,Automatic,Black,Gray,None reported,Yes,7500
BMW,ALPINA B7 xDrive,2013,135000,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,14000
Volvo,XC90 3.2 Premier Plus,2013,208864,Gasoline,Automatic,White,Beige,At least 1 accident or damage reported,Yes,7500
INFINITI,Q50 3.0T Premium,2016,49872,Gasoline,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,21500
mini,Cooper Base,2009,90367,Gasoline,Manual,Red,Black,None reported,Yes,9250
Porsche,911 Carrera 4S,2014,36670,Gasoline,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,82499
Jeep,Grand Wagoneer Base,2023,3752,Gasoline,Automatic,Ember pearlcoat,Global black,None reported,Yes,84620
Jeep,Gladiator Overland,2020,9100,Gasoline,Automatic,Red,Black,None reported,Yes,49895
Chrysler,200 Limited,2017,100600,–,Automatic,Black,Black,None reported,Yes,10000
Ford,Fusion Hybrid Base,2011,223824,Hybrid,Automatic,White,Brown,At least 1 accident or damage reported,Yes,4500
Audi,A6 2.0T Premium Plus,2016,96000,Gasoline,Automatic,Black,Black,None reported,Yes,21990
Chevrolet,Silverado 1500 Z71 Extended Cab,2004,185000,Gasoline,Automatic,Red,Gray,At least 1 accident or damage reported,Yes,10500
RAM,2500 SLT,2018,67865,Gasoline,Automatic,White,Gray,None reported,Yes,36500
Land,Rover Range Rover Sport Supercharged,2015,64300,E85 Flex Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,44850
Chevrolet,Colorado ZR2,2018,76500,Gasoline,Automatic,White,Black,None reported,Yes,33500
GMC,Sierra 2500 Denali,2017,96343,Diesel,Automatic,Blue,Beige,At least 1 accident or damage reported,Yes,53000
Subaru,Crosstrek 2.0i Limited,2018,74600,Gasoline,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,24000
Subaru,Outback 2.5i Limited,2014,157530,Gasoline,Automatic,Twilight blue metallic,Black,At least 1 accident or damage reported,Yes,9995
Jeep,Wrangler Unlimited Rubicon,2012,80000,Gasoline,Automatic,Orange,Black,None reported,Yes,30000
Mercedes-benz,C-Class C 300 4MATIC,2021,19000,Gasoline,Automatic,Blue,Beige,None reported,Yes,37999
Porsche,911 Carrera S,2013,64000,Gasoline,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,67000
Mercedes-benz,GLS 450 Base 4MATIC,2019,34068,Gasoline,Automatic,White,Beige,None reported,Yes,46900
Buick,Envision Preferred,2021,20104,Gasoline,Automatic,Burnished bronze metallic,Ebony,None reported,Yes,33295
Nissan,Armada Platinum,2022,8400,Gasoline,Automatic,Red,Beige,None reported,Yes,59950
Chevrolet,Corvette Stingray w/2LT,2021,24670,Gasoline,Transmission w/Dual Shift Mode,White,Brown,None reported,Yes,72500
Ford,Mustang Shelby GT500,2013,16478,Gasoline,Manual,White,Black,None reported,Yes,66400
Ford,F-150 XL,2018,52500,E85 Flex Fuel,Automatic,Gray,Gray,None reported,Yes,35000
Porsche,Cayenne Turbo,2004,92500,Gasoline,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,12000
Mitsubishi,Eclipse Spyder GT,2008,62930,Gasoline,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,10000
Lexus,GX 470 Base,2007,116600,Gasoline,Automatic,White,Gray,None reported,Yes,19975
Dodge,Dakota Big Horn/Lone Star,2010,172024,Gasoline,Automatic,Red,Brown,At least 1 accident or damage reported,Yes,7500
Jeep,Wrangler Sport,2012,57237,Gasoline,Automatic,Black,Black,None reported,Yes,22500
Jeep,Wrangler Unlimited Rubicon,2013,181830,Gasoline,Manual,Black,Black,None reported,Yes,21000
Subaru,Ascent Touring 7-Passenger,2021,39948,Gasoline,Automatic,Ice silver metallic,Black,None reported,Yes,36791
Ford,F-350 XL,2017,156453,Diesel,Automatic,White,Beige,None reported,Yes,40000
Porsche,Cayenne Turbo S,2014,156193,Gasoline,Automatic,Silver,Black,None reported,Yes,36000
BMW,X1 xDrive28i,2020,27989,Gasoline,Automatic,Gray,Black,None reported,Yes,29000
Toyota,4Runner Limited,2014,146700,Gasoline,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,24999
GMC,Yukon Denali,2019,88450,Gasoline,Automatic,Black,Beige,At least 1 accident or damage reported,Yes,42900
Toyota,C-HR LE,2020,14065,Gasoline,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,27671
Chevrolet,Silverado 1500 LT Trail Boss,2020,49000,Gasoline,Automatic,White,Black,None reported,Yes,44900
BMW,X5 xDrive50i,2013,58000,Gasoline,Automatic,White,Black,None reported,Yes,17900
Audi,A6 55 Prestige,2021,22800,Hybrid,Automatic,Blue,Brown,None reported,Yes,52000
Subaru,Outback 2.5i Limited,2014,78007,Gasoline,Automatic,Blue,Black,None reported,Yes,14750
Ford,F-250 King Ranch,2020,36500,Diesel,Automatic,Gray,Brown,None reported,Yes,69900
Honda,CR-V EX,2004,156350,Gasoline,Automatic,Brown,Beige,At least 1 accident or damage reported,Yes,3990
Lexus,GX 460 Luxury,2021,17710,Gasoline,Automatic,White,Red,None reported,Yes,59000
Ford,Explorer XLT,2013,149000,Gasoline,Automatic,Brown,Beige,At least 1 accident or damage reported,Yes,7850
Ford,Bronco Wildtrak Advanced,2022,9990,Gasoline,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,64500
Lexus,NX 200t Base,2015,124250,Gasoline,Automatic,Gray,Orange,At least 1 accident or damage reported,Yes,17900
Ford,F-250 Lariat,2017,50780,Diesel,Automatic,White,Black,None reported,Yes,61000
Ford,F-250 XL SuperCab H/D,1993,115000,–,Automatic,Red,Gray,None reported,Yes,21900
Mercedes-benz,E-Class E55 AMG,2005,131000,Gasoline,Automatic,Gray,Black,None reported,Yes,16500
Toyota,Highlander XLE,2022,31000,Gasoline,Transmission w/Dual Shift Mode,Gray,Gray,None reported,Yes,43000
Volvo,S60 Recharge Plug-In Hybrid T8 Inscription,2021,24158,Plug-In Hybrid,Automatic,Gray,Black,None reported,Yes,44900
Audi,A6 3.0T Premium Plus,2016,72865,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,22000
Mercedes-benz,E-Class E 350 4MATIC,2014,89563,Gasoline,Automatic,Blue,Black,None reported,Yes,18995
Mercedes-benz,CLS-Class CLS 550,2012,79000,Gasoline,Automatic,Black,Black,None reported,Yes,19999
Audi,A3 2.0T Premium,2012,111564,Gasoline,Automatic,White,Black,None reported,Yes,11200
Lexus,GX 460 Base,2018,75000,Gasoline,Automatic,White,Beige,At least 1 accident or damage reported,Yes,38095
Ford,Mustang Premium,2007,169613,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,5900
Honda,Pilot EX-L,2011,175000,Gasoline,Automatic,Black,Gray,None reported,Yes,9000
BMW,540 i,2017,98500,Gasoline,Automatic,Black,Black,None reported,Yes,24500
Chrysler,300 S,2012,53000,Gasoline,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,13750
RAM,2500 Longhorn,2015,72200,Diesel,Automatic,Black,Black,None reported,Yes,52500
Acura,TSX Base,2005,151600,Gasoline,Manual,Black,Black,None reported,Yes,7899
Lotus,Evora 2+2,2011,20000,Gasoline,Manual,White,Red,None reported,Yes,51000
Chevrolet,Avalanche 1500 LT,2010,170000,E85 Flex Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,9000
Ford,F-150 XLT,2019,69800,E85 Flex Fuel,Automatic,Silver,Gray,None reported,Yes,34600
Toyota,Tundra SR5,2020,26300,Gasoline,Automatic,Gray,Gray,At least 1 accident or damage reported,Yes,46199
Honda,Fit Sport,2007,156111,Gasoline,Transmission w/Dual Shift Mode,Red,Black,At least 1 accident or damage reported,Yes,5200
Chevrolet,Silverado 2500 LTZ,2016,172600,Diesel,Automatic,Red,Black,At least 1 accident or damage reported,Yes,32500
Honda,Accord Crosstour EX-L,2010,145000,Gasoline,Automatic,Green,Black,None reported,Yes,9000
Ford,F-250 XLT Super Duty,2001,64309,Gasoline,Automatic,White,Gray,None reported,Yes,7500
RAM,1500 TRX,2021,15183,Gasoline,Automatic,Black,Black,None reported,Yes,90000
Volkswagen,Atlas 3.6L SEL Premium R-Line,2022,14000,Gasoline,Automatic,Gray,Black,None reported,Yes,46900
Mercedes-benz,CLS 450 Base,2019,67000,Hybrid,Transmission w/Dual Shift Mode,Yellow,Black,None reported,Yes,44500
Jeep,Wrangler Unlimited Sport,2017,84786,Gasoline,Automatic,Gray,Black,None reported,Yes,23500
Mercedes-benz,S-Class S 63 AMG,2008,93000,Gasoline,Automatic,Black,Black,None reported,Yes,17800
Hyundai,Genesis Coupe 3.8 Track,2010,127500,Gasoline,Manual,Blue,Black,At least 1 accident or damage reported,Yes,6000
GMC,Canyon Elevation Standard,2022,16500,Gasoline,Automatic,Gray,Gray,None reported,Yes,32900
Jaguar,XK Base,2013,55700,Gasoline,Automatic,Black,Black,None reported,Yes,27200
Toyota,RAV4 Base,2009,78500,Gasoline,Automatic,Silver,–,None reported,Yes,12000
Ford,Expedition Platinum,2018,48619,Gasoline,Automatic,Gray,White,None reported,Yes,51499
Jeep,Wrangler Unlimited 4xe Sahara,2021,51105,Hybrid,Automatic,Black clearcoat,Black,None reported,Yes,42700
Ford,F-150 XLT,2016,25880,E85 Flex Fuel,Automatic,Red,Gray,None reported,Yes,25500
Toyota,Tacoma SR5,2018,25083,Gasoline,Automatic,Red,Gray,At least 1 accident or damage reported,Yes,34955
Audi,TT Roadster quattro,2002,69300,Gasoline,Manual,Gray,Black,At least 1 accident or damage reported,Yes,9995
Jeep,Liberty Sport,2008,141485,Gasoline,Automatic,Black,Gray,At least 1 accident or damage reported,Yes,6500
Toyota,Sequoia Limited,2018,63990,Gasoline,Automatic,White,Gray,At least 1 accident or damage reported,Yes,48000
Ford,Transit-350 Base,2020,19400,Gasoline,Automatic,White,Black,None reported,Yes,58000
Subaru,BRZ Limited,2013,129858,Gasoline,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,13490
Volvo,XC60 3.2,2012,102000,Gasoline,Automatic,Blue,Beige,None reported,Yes,10800
Subaru,Impreza WRX Sti Special Edition,2010,8700,Gasoline,Manual,Gray,Black,None reported,Yes,39900
Chevrolet,Monte Carlo Supercharged SS,2004,148800,Gasoline,Automatic,Red,Black,None reported,Yes,6500
Cadillac,Escalade Platinum Edition,2012,160249,E85 Flex Fuel,Automatic,Black,Black,None reported,Yes,12900
Chrysler,300M Base,2004,45000,Gasoline,Automatic,Gray,Gray,None reported,Yes,6000
Chevrolet,Silverado 2500 LT H/D Extended Cab,2006,169000,Diesel,Automatic,White,Gray,None reported,Yes,19500
Mercedes-benz,AMG C 63 S,2017,46000,Gasoline,Automatic,Gray,Black,None reported,Yes,56000
Acura,TLX V6 Tech,2015,38000,Gasoline,Automatic,White,Black,None reported,Yes,21900
Chevrolet,Corvette Z06,2006,42000,Gasoline,Manual,Orange,Black,None reported,Yes,42000
Lexus,NX 350h Premium,2024,300,Hybrid,Automatic,Black,Black,None reported,Yes,50999
Mercedes-benz,SLK-Class SLK 350,2008,120800,Gasoline,Automatic,Red,Beige,None reported,Yes,13900
Jeep,Wrangler Unlimited Sahara,2020,76313,Gasoline,Automatic,Hellayella clearcoat,Black,None reported,Yes,35234
Chevrolet,Silverado 1500 LT,2012,104000,E85 Flex Fuel,Automatic,Blue,Gray,At least 1 accident or damage reported,Yes,16500
Lexus,GX 460 Base,2010,97097,Gasoline,Automatic,Red,Beige,At least 1 accident or damage reported,Yes,22000
Jeep,Wrangler Unlimited X,2008,136731,Gasoline,Automatic,Yellow,Gray,None reported,Yes,15900
RAM,1500 Tradesman/Express,2017,40200,Gasoline,Automatic,Blue,Gray,At least 1 accident or damage reported,Yes,24000
Ford,Explorer ST,2021,39105,Gasoline,Automatic,Black,–,None reported,Yes,44605
BMW,M4 Competition,2021,12500,Gasoline,Automatic,Gray,Blue,At least 1 accident or damage reported,Yes,90000
Chevrolet,Colorado ZR2,2019,38900,Gasoline,Automatic,White,Black,None reported,Yes,34700
Lincoln,Navigator L Select,2016,84272,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,25221
Mercedes-benz,E-Class E 350,2016,58375,Gasoline,Automatic,White,Beige,None reported,Yes,24999
Ford,Mustang Shelby GT500,2007,7346,Gasoline,Manual,Red,Black,None reported,Yes,40999
Dodge,Charger SRT8,2008,98231,Gasoline,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,15500
Jaguar,XK Base,2007,56000,Gasoline,Automatic,White,Beige,None reported,Yes,18000
Saab,9-3 Aero,2009,106000,Gasoline,Automatic,Red,Black,None reported,Yes,12950
BMW,650 Gran Coupe i xDrive,2014,82978,Gasoline,Automatic,Black,White,None reported,Yes,18700
Jeep,Wrangler Unlimited Sport,2018,58500,Gasoline,Automatic,Black,Black,None reported,Yes,35000
Ford,F-350 King Ranch,2015,92421,Diesel,Automatic,White,Brown,None reported,Yes,51900
Mazda,CX-30 Preferred,2020,9927,Gasoline,Automatic,Snowflake white pearl,Black,None reported,Yes,27518
Jeep,Wrangler Sport,2000,122945,Gasoline,Manual,Beige,Brown,None reported,Yes,13900
Lexus,RX 330 Base,2006,110250,Gasoline,Automatic,White,Beige,None reported,Yes,11000
INFINITI,QX56 Base,2011,103010,Gasoline,Automatic,Black,Beige,None reported,Yes,13500
Chevrolet,Silverado 1500 LT Extended Cab,2002,118500,Gasoline,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,5900
Land,Rover Range Rover HSE SWB,2020,41500,Hybrid,Automatic,Gray,Gray,None reported,Yes,68000
BMW,M4 Base,2020,28000,Gasoline,Automatic,White,White,None reported,Yes,59900
Mercedes-benz,E-Class E 350,2014,53500,Gasoline,Automatic,Black,Brown,None reported,Yes,24500
Toyota,Prius v Three,2016,86300,Hybrid,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,18000
Subaru,WRX Premium,2022,7738,Gasoline,Transmission w/Dual Shift Mode,Orange,Black,At least 1 accident or damage reported,Yes,33000
Bentley,Bentayga Speed,2020,22001,Gasoline,Automatic,Beluga black,Hotspur hide,None reported,Yes,173995
Ford,Explorer ST,2022,14361,Gasoline,Automatic,Black,Black,None reported,Yes,51500
Ford,Explorer Platinum,2020,64552,Gasoline,Automatic,Iconic silver metallic,Ebony,At least 1 accident or damage reported,Yes,36750
Lexus,RX 350 Base,2017,103866,Gasoline,Automatic,Beige,Beige,At least 1 accident or damage reported,Yes,24700
Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,35650,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,57999
Ford,Explorer Platinum,2021,64957,Gasoline,Automatic,Black,Light slate,None reported,Yes,39979
Dodge,Challenger SRT8 392,2012,33700,–,Manual,Black,Black,None reported,Yes,33500
Chevrolet,Equinox 2LT,2012,96653,Gasoline,Automatic,Black,Brown,At least 1 accident or damage reported,Yes,7500
Dodge,Challenger SXT,2022,29500,Gasoline,Automatic,Gray,Black,None reported,Yes,31000
Volvo,XC70 T6 Platinum,2012,69000,Gasoline,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,15900
Lexus,GX 470 Base,2005,198000,Gasoline,Automatic,Gray,Gray,At least 1 accident or damage reported,Yes,15500
Porsche,911 Carrera GTS,2015,23600,Gasoline,Manual,Red,Black,None reported,Yes,132900
Volvo,XC70 3.2,2008,170000,Gasoline,Automatic,White,Beige,None reported,Yes,7000
Nissan,350Z NISMO,2008,76500,Gasoline,Manual,Silver,Red,At least 1 accident or damage reported,Yes,28000
Porsche,911 Turbo,2007,73500,Gasoline,Automatic,Black,Black,None reported,Yes,75499
Land,Rover Range Rover SWB,2020,29000,Hybrid,Automatic,Black,Black,None reported,Yes,70000
Porsche,Cayenne E-Hybrid S Platinum Edition,2017,69404,Plug-In Hybrid,Automatic,Black,Beige,At least 1 accident or damage reported,Yes,29500
Lexus,IS 350 Base,2007,103000,Gasoline,Automatic,Red,Beige,At least 1 accident or damage reported,Yes,12900
Porsche,Macan S,2015,70500,Gasoline,Transmission w/Dual Shift Mode,Silver,Black,At least 1 accident or damage reported,Yes,26500
Land,Rover Range Rover 5.0L Supercharged,2016,64000,Gasoline,Transmission w/Dual Shift Mode,White,White,None reported,Yes,36995
GMC,Savana 2500 Work Van,2018,63460,E85 Flex Fuel,Automatic,White,Beige,None reported,Yes,33000
Toyota,4Runner SR5,2018,32199,Gasoline,Automatic,Silver,Black,None reported,Yes,35500
Hyundai,Palisade SEL,2020,69487,Gasoline,Automatic,White,Black,None reported,Yes,32000
GMC,Sierra 2500 Denali,2015,86000,Diesel,Automatic,Gray,Brown,None reported,Yes,49000
Dodge,Ram Van 1500,2002,70000,Gasoline,Automatic,Red,Beige,At least 1 accident or damage reported,Yes,8000
Chevrolet,Impala 1LT,2017,70000,Gasoline,Automatic,White,Gray,At least 1 accident or damage reported,Yes,17900
Audi,A4 2.0T Premium Plus,2015,83420,E85 Flex Fuel,Automatic,Red,Gray,At least 1 accident or damage reported,Yes,16000
Nissan,Altima 2.5 S,2003,189000,Gasoline,Automatic,Silver,Beige,At least 1 accident or damage reported,Yes,2899
Porsche,911 Carrera 4S,2017,31500,Gasoline,Automatic,Blue,Red,None reported,Yes,97555
BMW,X1 xDrive 28i,2015,85766,Gasoline,Automatic,Gray,Black,None reported,Yes,13000
GMC,Yukon Denali,2018,92800,Gasoline,Automatic,White,Black,None reported,Yes,34000
Land,Rover Defender SE,2021,13970,Hybrid,Automatic,Gray,Black,None reported,Yes,75500
Toyota,Land Cruiser Base,2000,265000,Gasoline,Automatic,Black,Beige,None reported,Yes,15500
Scion,xB Base,2011,95426,Gasoline,Automatic,Green,Gray,None reported,Yes,8000
Honda,S2000 Base,2001,119900,Gasoline,Manual,Black,Red,At least 1 accident or damage reported,Yes,18000
Mazda,CX-30 Select,2020,23162,Gasoline,Automatic,Soul red crystal metallic,Black,None reported,Yes,25495
BMW,M4 Competition,2023,3950,Gasoline,Automatic,White,Blue,None reported,Yes,83500
Porsche,911 Carrera 4S,2006,80000,Gasoline,Manual,Black,Beige,None reported,Yes,43000
Ford,F-250 Lariat,2015,94634,E85 Flex Fuel,Automatic,White,Black,At least 1 accident or damage reported,Yes,32500
Chevrolet,Corvette Base,2007,65000,Gasoline,Automatic,Silver,Beige,At least 1 accident or damage reported,Yes,33885
Lexus,LS 460 L,2008,100000,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,11500
Toyota,Sienna XSE 25th Anniversary,2023,500,Hybrid,Automatic,White,Black,None reported,Yes,59500
Audi,A4 2.0T Premium quattro,2011,181000,Gasoline,Automatic,White,Black,None reported,Yes,5500
Mercedes-benz,GLC 300 Base 4MATIC,2018,48700,Gasoline,Automatic,Blue,Brown,None reported,Yes,27900
Porsche,911 Turbo Cabriolet,2009,13500,Gasoline,Manual,Gray,Black,None reported,Yes,130000
Toyota,86 860 Special Edition,2017,87500,Gasoline,Automatic,Silver,Black,None reported,Yes,20000
Jaguar,XJ8 L,2000,45000,Gasoline,Automatic,Silver,Beige,None reported,Yes,12500
Chevrolet,Corvette Base,1996,85760,Gasoline,Automatic,Silver,Black,None reported,Yes,14500
Porsche,911 Carrera S,2007,50500,Gasoline,Manual,Silver,Black,None reported,Yes,56000
Ford,Mustang Boss 302,2012,1295,Gasoline,Manual,Silver,Black,None reported,Yes,49990
Cadillac,Escalade Premium Luxury,2017,55000,Gasoline,Automatic,White,Beige,At least 1 accident or damage reported,Yes,49900
mini,Cooper Base,2010,74000,Gasoline,Manual,Yellow,Black,None reported,Yes,9650
Dodge,Durango R/T,2022,14976,Gasoline,Automatic,White knuckle clearcoat,Black,None reported,Yes,49999
Chevrolet,Corvette Base,2010,23133,Gasoline,Manual,White,Black,None reported,Yes,35000
Dodge,Challenger R/T,2021,39960,Gasoline,Automatic,White,Gray,At least 1 accident or damage reported,Yes,28500
BMW,550 i xDrive,2016,76400,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,31300
Ford,Explorer XLT,2022,18533,Gasoline,Automatic,White,Ebony,None reported,Yes,38978
GMC,Yukon XL Denali,2023,7500,Gasoline,Automatic,Gray,Black,None reported,Yes,92888
INFINITI,QX80 SENSORY,2022,26520,Gasoline,Automatic,Blue,Brown,At least 1 accident or damage reported,Yes,64000
Land,Rover Range Rover 3.0L Supercharged,2014,59500,E85 Flex Fuel,Automatic,Red,Black,None reported,Yes,33800
Honda,Pilot EX-L,2020,44000,Gasoline,Automatic,White,Black,None reported,Yes,34999
Pontiac,Firebird Base,2001,111000,Gasoline,Automatic,White,Gray,None reported,Yes,11000
Toyota,4Runner Limited,2016,82260,Gasoline,Automatic,Nautical blue pearl,Black,None reported,Yes,31906
Porsche,911 Carrera Cabriolet,2006,52744,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,37500
BMW,i8 Base,2019,28200,Plug-In Hybrid,Transmission w/Dual Shift Mode,Gray,Beige,At least 1 accident or damage reported,Yes,79950
Nissan,Maxima GLE,2000,194277,Gasoline,Automatic,Blue,Beige,At least 1 accident or damage reported,Yes,2300
Pontiac,Firebird Trans Am,2001,91812,Gasoline,Automatic,Green,Black,None reported,Yes,12850
Chevrolet,Suburban Premier,2018,84224,Gasoline,Automatic,Tungsten metallic,Jet black,None reported,Yes,43775
BMW,X2 xDrive28i,2018,66690,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,24900
